,Unnamed: 0,0,token_text
370,370,剛才是分兩排然後一次六個進去就算跟朋友算好一個對一個也有可能被拆開我有配對到一個啦聊個天看個身體部位拍完照然後就再見不聯絡抽獎有閃光杯藍色提袋身體噴霧那些出場前跑去出口問工作人員藍色提袋怎麼領她說只有抽卡實驗室或是外面扭蛋才有機會,"['剛才', '是', '分', '兩', '排', '然後', '一', '次', '六', '個', '進去', '就算', '跟', '朋友', '算好', '一', '個', '對', '一', '個', '也', '有', '可能', '被', '拆開', '我', '有', '配對到', '一', '個', '啦', '聊', '個', '天', '看', '個', '身體', '部位', '拍完', '照', '然後', '就', '再見', '不', '聯絡', '抽獎', '有', '閃光杯', '藍色', '提袋', '身體', '噴霧', '那些', '出場', '前', '跑去', '出口', '問', '工作', '人員', '藍色', '提袋', '怎麼', '領', '她', '說', '只有', '抽', '卡', '實驗室', '或是', '外面', '扭蛋', '才', '有', '機會']"
371,371,我有遇到一個專一的妹子可愛有交換同志們人生還是有希望的,"['我', '有', '遇到', '一', '個', '專一', '的', '妹子', '可愛', '有', '交換', '同志', '們', '人生', '還是', '有', '希望', '的']"
372,372,不行,['不行']
373,373,需要後續自己來,"['需要', '後續', '自己', '來']"
374,374,請問藍色袋子在扭蛋裡的紙長怎麼樣,"['請問', '藍色', '袋子', '在', '扭蛋', '裡', '的', '紙長', '怎麼樣']"
375,375,太久了吧,"['太', '久', '了', '吧']"
376,376,也太久了吧等了兩小時都在號,"['也', '太', '久', '了', '吧', '等', '了', '兩', '小時', '都', '在', '號']"
377,377,了,['了']
378,378,百號以上不知道要等多久,"['百', '號', '以上', '不', '知道', '要', '等', '多久']"
379,379,等到心累,"['等到', '心累']"
380,380,了卡友們衝啊,"['了', '卡友', '們', '衝', '啊']"
381,381,了,['了']
382,382,請問現在排現場拿到幾號了,"['請問', '現在', '排', '現場', '拿到', '幾', '號', '了']"
383,383,華山都逛一圈了還沒排到,"['華山', '都', '逛', '一', '圈', '了', '還', '沒', '排到']"
384,384,別擔心進去後會繼續排隊,"['別', '擔心', '進去', '後', '會', '繼續', '排隊']"
385,385,抽抽,['抽抽']
386,386,現在排到幾號了,"['現在', '排到', '幾', '號', '了']"
387,387,這個文章頂不是有嗎,"['這', '個', '文章', '頂', '不', '是', '有', '嗎']"
388,388,沒藍色袋子,"['沒', '藍色', '袋子']"
389,389,好想要藍色袋子,"['好', '想要', '藍色', '袋子']"
390,390,沒拿到藍色袋為了藍色袋去的,"['沒', '拿到', '藍色', '袋', '為了', '藍色', '袋', '去', '的']"
391,391,太久了吧,"['太', '久', '了', '吧']"
392,392,昨天我拿早鳥票去也沒給我杯套袋子杯套什麼都沒有就紋身貼紙跟氣球呵呵,"['昨天', '我', '拿', '早鳥票', '去', '也', '沒', '給', '我', '杯套', '袋子', '杯套', '什麼', '都', '沒有', '就', '紋身', '貼紙', '跟', '氣球', '呵呵']"
393,393,杯套要自己去贈品區換喔,"['杯套', '要', '自己', '去', '贈品區', '換', '喔']"
394,394,文章上沒有個確切到十位的數字我不知道我還要等多久呀,"['文章', '上', '沒有', '個', '確切', '到', '十', '位', '的', '數字', '我', '不', '知道', '我', '還', '要', '等', '多久', '呀']"
395,395,我就是去贈品區換只給我紋身貼紙跟氣球還是我主動問說那袋子呢他們才說沒了我那時候忘記還有杯套沒問我也不知道是沒了還是他們忘了給要走前我還有看到別人在贈品區前拿著杯套我就跟我朋友說啊還有杯套我朋友說是玩遊戲才會送我就沒問結果原來他是直接送,"['我', '就', '是', '去', '贈品區', '換', '只', '給', '我', '紋身', '貼紙', '跟', '氣球', '還是', '我', '主動', '問', '說', '那', '袋子', '呢', '他們', '才', '說', '沒', '了', '我', '那', '時候', '忘記', '還', '有', '杯套', '沒', '問', '我', '也', '不', '知道', '是', '沒', '了', '還是', '他們', '忘', '了', '給', '要', '走', '前', '我', '還', '有', '看到', '別人', '在', '贈品區', '前', '拿', '著', '杯套', '我', '就', '跟', '我', '朋友', '說', '啊', '還', '有', '杯套', '我', '朋友', '說', '是', '玩', '遊戲', '才', '會', '送', '我', '就', '沒', '問', '結果', '原來', '他', '是', '直接', '送']"
396,396,你們早鳥應該要有的好處就應該要有搞得好像搶早鳥也沒什麼用應該早鳥集合完就帶我們先去贈品區換東西而不是直接帶到入口然後說進去就不能再出來結果出來的時候就換不到任何東西,"['你們', '早', '鳥', '應該', '要', '有', '的', '好處', '就', '應該', '要', '有', '搞', '得', '好像', '搶早', '鳥', '也', '沒', '什麼', '用', '應該', '早', '鳥', '集合完', '就', '帶', '我們', '先', '去', '贈品區', '換', '東西', '而', '不', '是', '直接', '帶到', '入口', '然後', '說進去', '就', '不能', '再', '出來', '結果', '出來', '的', '時候', '就', '換', '不', '到', '任何', '東西']"
397,397,你要主動說自己是早鳥才有杯套不然他們不知道你是現場排隊還是早鳥,"['你', '要', '主動', '說', '自己', '是', '早', '鳥', '才', '有', '杯套', '不然', '他們', '不', '知道', '你', '是', '現場', '排隊', '還是', '早', '鳥']"
398,398,想請問真的有人會從轉蛋轉到藍色袋子嗎目前看下來好像都發放完了,"['想', '請問', '真的', '有', '人', '會', '從', '轉蛋', '轉到', '藍色', '袋子', '嗎', '目前', '看下來', '好像', '都', '發放完', '了']"
399,399,我直接拿早鳥的票給他們刷了他們都刷了,"['我', '直接', '拿', '早鳥', '的', '票', '給', '他們', '刷', '了', '他們', '都', '刷', '了']"
400,400,我有朋友轉到贈品區刷早鳥票,"['我', '有', '朋友', '轉到', '贈品區', '刷早', '鳥票']"
401,401,對啊他們刷我的扣票上面不是也說扣是換東西用的嗎,"['對', '啊', '他們', '刷', '我', '的', '扣票', '上面', '不', '是', '也', '說', '扣', '是', '換', '東西', '用', '的', '嗎']"
402,402,那現場參加活動還拿得到袋子嗎在想晚點要不要去碰碰運氣,"['那', '現場', '參加', '活動', '還', '拿', '得', '到', '袋子', '嗎', '在', '想', '晚點', '要不要', '去', '碰碰運氣']"
403,403,要怎麼看排隊排到幾號了,"['要', '怎麼', '看', '排隊', '排到', '幾', '號', '了']"
404,404,拿到藍色袋子了,"['拿到', '藍色', '袋子', '了']"
405,405,玩半天遊戲一堆代幣拿不到藍色袋子感覺很差,"['玩', '半', '天', '遊戲', '一', '堆', '代幣', '拿', '不', '到', '藍色', '袋子', '感覺', '很', '差']"
406,406,只要在那個號碼之前的過去就可以進場了她是一個區間一個區間放人的,"['只要', '在', '那', '個', '號碼', '之前', '的', '過去', '就', '可以', '進場', '了', '她', '是', '一', '個', '區間', '一', '個', '區間', '放', '人', '的']"
407,407,請問是怎麼拿到的,"['請問', '是', '怎麼', '拿到', '的']"
408,408,好麻煩,"['好', '麻煩']"
409,409,你行就去發布新聞,"['你', '行', '就', '去', '發布', '新聞']"
410,410,但老實說我有預料到這個情況所以填了星期六的點然後秉持著沒拿到也沒關係的精神如果是為了禮物去搞得不開心也違背了舉辦活動的本意感覺很不好,"['但', '老實說', '我', '有', '預料到', '這', '個', '情況', '所以', '填', '了', '星期六', '的', '點', '然後', '秉持', '著', '沒', '拿到', '也', '沒關係', '的', '精神', '如果', '是', '為', '了', '禮物', '去', '搞', '得', '不', '開心', '也', '違背', '了', '舉辦', '活動', '的', '本意', '感覺', '很', '不', '好']"
411,411,你行就去多修修邏輯課程,"['你', '行', '就', '去', '多', '修修', '邏輯', '課程']"
412,412,閱,['閱']
413,413,哈哈那你有能力處理抱怨嗎,"['哈哈', '那', '你', '有', '能力', '處理', '抱怨', '嗎']"
414,414,釣魚釣魚釣到什麼魚,"['釣魚', '釣魚', '釣到', '什麼', '魚']"
415,415,他會不會根本沒有發現灑到你,"['他', '會不會', '根本', '沒有', '發現', '灑到', '你']"
416,416,我是早鳥但我也沒拿到這裡也想求個只是畢竟限量大家也都想留著芭,"['我', '是', '早', '鳥', '但', '我', '也', '沒', '拿到', '這裡', '也', '想', '求', '個', '只是', '畢竟', '限量', '大家', '也', '都', '想', '留', '著', '芭']"
417,417,要買嗎,"['要', '買', '嗎']"
418,418,我記得好像是寫加價購吧,"['我', '記得', '好像', '是', '寫', '加價', '購', '吧']"
419,419,請問妳明天會去嗎,"['請問', '妳', '明天', '會', '去', '嗎']"
420,420,會噢,"['會', '噢']"
421,421,有人一起嗎,"['有', '人', '一起', '嗎']"
422,422,上面寫須加購,"['上面', '寫', '須', '加購']"
423,423,有噢,"['有', '噢']"
424,424,幾點場,['幾點場']
425,425,杯子在入場最後方有一個換糖果的旁邊妳走到最後就會看到了一杯一百元口味有芒果野莓喝起來就像氣泡水加一點調味會問妳要不要加棉花糖唷棉花糖融化速度很快要趕快吃掉唷吸管是可以重複使用的環保吸管我個人是覺得很值因為還能重複使用活動當天摔了三次還沒裂痕哈哈哈哈,"['杯子', '在', '入場', '最後', '方', '有', '一', '個', '換', '糖果', '的', '旁邊', '妳', '走到', '最後', '就', '會', '看到', '了', '一', '杯', '一百', '元', '口味', '有', '芒果', '野莓', '喝起來', '就', '像', '氣泡水', '加', '一點', '調味', '會', '問', '妳', '要不要', '加', '棉花糖', '唷', '棉花糖', '融化', '速度', '很', '快要', '趕快', '吃掉', '唷', '吸管', '是', '可以', '重複', '使用', '的', '環保', '吸管', '我', '個人', '是', '覺得', '很', '值', '因為', '還', '能', '重複', '使用', '活動', '當天', '摔', '了', '三', '次', '還', '沒', '裂痕', '哈哈', '哈哈']"
426,426,建議喝芒果因為野莓不知道是殺小怪味哈哈,"['建議', '喝', '芒果', '因為', '野莓', '不', '知道', '是', '殺', '小怪味', '哈哈']"
427,427,我就是喝野莓哈哈哈哈我也覺得不知道怎麼形容哈哈不過朋友都說好喝我自己也不知不覺喝完哈哈哈沒有難喝到那樣啦它有種魔力,"['我', '就是', '喝', '野莓', '哈哈', '哈哈', '我', '也', '覺得', '不', '知道', '怎麼', '形容', '哈哈', '不過', '朋友', '都', '說', '好喝', '我', '自己', '也', '不知不覺', '喝完', '哈哈哈', '沒有', '難', '喝到', '那樣', '啦', '它', '有', '種', '魔力']"
428,428,是嗎可是我有點難喝下肚哈哈是真的不太會很難喝啦但是就覺得好怪哈哈不知道野莓什麼味道,"['是', '嗎', '可是', '我', '有點', '難', '喝', '下肚', '哈哈', '是', '真的', '不', '太', '會', '很', '難', '喝', '啦', '但是', '就', '覺得', '好怪', '哈哈', '不', '知道', '野莓', '什麼', '味道']"
429,429,我覺得男生不知道為什麼都難接受野莓這東西我哥哥前男友以前班上活動訂飲料也是對就是那樣我覺得是因為我們已經習慣那種超化學的調味突然喝到這個有點天然還是調味加太少怪怪的哈哈哈哈,"['我', '覺得', '男生', '不', '知道', '為什麼', '都', '難', '接受', '野莓', '這', '東西', '我', '哥哥', '前', '男友', '以前', '班', '上', '活動', '訂', '飲料', '也', '是', '對', '就是', '那樣', '我', '覺得', '是', '因為', '我們', '已經', '習慣', '那', '種', '超化學', '的', '調味', '突然', '喝到', '這', '個', '有點', '天然', '還是', '調味', '加', '太少', '怪怪', '的', '哈哈', '哈哈']"
430,430,請問容量大概多少,"['請問', '容量', '大概', '多少']"
431,431,大概唷而且我覺得還有一點是它是台灣製造,"['大概', '唷', '而且', '我', '覺得', '還', '有', '一', '點', '是', '它', '是', '台灣', '製造']"
432,432,重複排隊拿代幣,"['重複', '排隊', '拿', '代幣']"
433,433,我們是沒做這種事啦就乖乖排隊闖關和打卡,"['我們', '是', '沒', '做', '這', '種', '事', '啦', '就', '乖乖', '排隊', '闖關', '和', '打卡']"
434,434,收,['收']
435,435,但是該怎麼跟你拿,"['但是', '該', '怎麼', '跟', '你', '拿']"
436,436,沒辦法讓票吧因為條碼是有記名的,"['沒辦法', '讓', '票', '吧', '因為', '條碼', '是', '有', '記名', '的']"
437,437,想要,['想要']
438,438,想要,['想要']
439,439,想要,['想要']
440,440,好像如同所說的記名只能我帶一個人去各位有想法嗎,"['好像', '如同', '所', '說', '的', '記名', '只', '能', '我', '帶', '一', '個', '人', '去', '各位', '有', '想法', '嗎']"
441,441,求帶我哈哈,"['求', '帶', '我', '哈哈']"
442,442,帶我去誤,"['帶', '我', '去', '誤']"
443,443,可是如何帶你去也是個好問題個資的部分,"['可是', '如何', '帶', '你', '去', '也', '是', '個', '好', '問題', '個資', '的', '部分']"
444,444,我太失望了,"['我', '太', '失望', '了']"
445,445,無法留聯絡方式明天早起去排隊好了認命,"['無法', '留', '聯絡', '方式', '明天', '早起', '去', '排隊好', '了', '認命']"
446,446,看完今天文章決定不去了說我們應該拿不到袋子了,"['看完', '今天', '文章', '決定', '不', '去', '了', '說', '我們', '應該', '拿不', '到', '袋子', '了']"
447,447,不其實你們如果是早上的還是可以去他今天不給我們就是為了留給你們,"['不', '其實', '你們', '如果', '是', '早上', '的', '還是', '可以', '去', '他', '今天', '不', '給', '我們', '就', '是', '為', '了', '留給', '你們']"
448,448,我是下午的,"['我', '是', '下午', '的']"
449,449,逼萬袋鼠的感謝主揪,"['逼', '萬袋鼠', '的', '感謝', '主揪']"
450,450,可惡二,"['可惡', '二']"
451,451,我難過桑心的阿粉,"['我', '難過', '桑心', '的', '阿粉']"
452,452,可惡搶失敗,"['可惡', '搶', '失敗']"
453,453,抓,['抓']
454,454,我是可憐的上課教練,"['我', '是', '可憐', '的', '上課', '教練']"
455,455,我今天是兩點那場大概排第五個吧根本沒拿到杯套我傻眼,"['我', '今天', '是', '兩點', '那', '場', '大概', '排', '第五', '個', '吧', '根本', '沒', '拿到', '杯套', '我', '傻眼']"
456,456,我也是場的早鳥沒拿到杯套根本沒說杯套要去哪裡兌換,"['我', '也', '是', '場', '的', '早', '鳥', '沒', '拿到', '杯套', '根本', '沒', '說', '杯套', '要', '去', '哪裡', '兌換']"
457,457,乾為什麼我兌換卷是換一片面膜失望死我小藍袋,"['乾', '為什麼', '我', '兌換', '卷', '是', '換', '一', '片', '面膜', '失望', '死', '我', '小', '藍', '袋']"
458,458,我們換小藍袋剛好他們說有早鳥可以換杯套才知道的拍拍希望他們下次能改進,"['我們', '換', '小', '藍', '袋', '剛好', '他們', '說', '有', '早', '鳥', '可以', '換', '杯套', '才', '知道', '的', '拍拍', '希望', '他們', '下', '次', '能', '改進']"
459,459,不夠正幫,"['不', '夠', '正', '幫']"
460,460,跟這個有什麼關係我也是為了藍袋子去的有早鳥結果得到的答案卻是發完了開門的那個活動配對成功之後就拍張照拍完各自分開雖然這可能是雙方的問題動線也是很亂說穿了就是讓廠商聚集廣告的展覽吧非常讓人失望,"['跟', '這', '個', '有', '什麼', '關係', '我', '也', '是', '為', '了', '藍', '袋子', '去', '的', '有', '早', '鳥', '結果', '得到', '的', '答案', '卻', '是', '發完', '了', '開門', '的', '那', '個', '活動', '配對', '成功', '之後', '就', '拍', '張照', '拍完', '各自', '分開', '雖然', '這', '可能', '是', '雙方', '的', '問題', '動線', '也', '是', '很', '亂', '說穿', '了', '就是', '讓', '廠商', '聚集', '廣告', '的', '展覽', '吧', '非常', '讓', '人', '失望']"
461,461,那妳是不是也沒拿到真的本身的攤位真的很少贊助商很多但也都排長長然後打卡啦下載啦跟我想像的闖關活動真的是天差地遠不過題外話抖音的攤位真的送的很大方雨傘跟帽子中獎率很高,"['那', '妳', '是', '不', '是', '也', '沒', '拿到', '真的', '本身', '的', '攤位', '真的', '很少', '贊助商', '很多', '但', '也', '都', '排', '長長', '然後', '打', '卡啦', '下載', '啦', '跟', '我', '想像', '的', '闖關', '活動', '真的', '是', '天差地', '遠', '不過', '題外話', '抖音', '的', '攤位', '真的', '送', '的', '很', '大方', '雨傘', '跟', '帽子', '中獎率', '很', '高']"
462,462,我抽到抖音帽子但完全不可能戴出門,"['我', '抽到', '抖音', '帽子', '但', '完全', '不可能', '戴', '出門']"
463,463,其實我覺得那頂帽子很好看欸要是沒有那個標誌就好了我抽到雨傘也不太敢撐出門就是了,"['其實', '我', '覺得', '那', '頂', '帽子', '很', '好看', '欸', '要是', '沒有', '那', '個', '標誌', '就', '好', '了', '我', '抽到', '雨傘', '也', '不', '太', '敢', '撐出', '門', '就是了']"
464,464,我女友戴著回家她好可愛,"['我', '女友', '戴', '著', '回家', '她', '好', '可愛']"
465,465,但那個抖音標誌實在太大了我打算送我男友戴雖然他不戴就已經好可愛,"['但', '那', '個', '抖音', '標誌', '實在', '太', '大', '了', '我', '打算', '送', '我', '男友', '戴', '雖然', '他', '不', '戴', '就', '已經', '好', '可愛']"
466,466,抖音的我跟朋友都沒成功哈哈哈我們超不會夾的,"['抖音', '的', '我', '跟', '朋友', '都', '沒', '成功', '哈哈哈', '我們', '超', '不會', '夾', '的']"
467,467,我根本就不想去,"['我', '根本', '就', '不', '想', '去']"
468,468,我覺得傘很棒又夠大不會不敢撐出門我是沒看到有人抽到帽子只看到筆記本跟傘,"['我', '覺得', '傘', '很', '棒', '又', '夠', '大', '不會', '不', '敢', '撐出門', '我', '是', '沒', '看到', '有', '人', '抽到', '帽子', '只', '看到', '筆記本', '跟', '傘']"
469,469,我覺得活動還不錯很用心,"['我', '覺得', '活動', '還', '不錯', '很', '用心']"
470,470,講真的今年比去年爛除了抽卡實驗室有進步不過實驗室還是有改進的地方不然其實排隊的時候就是你前後的人感覺就其他我真的覺得不行贈品的部分更是亂,"['講', '真的', '今年', '比', '去年', '爛', '除了', '抽', '卡', '實驗室', '有', '進步', '不過', '實驗室', '還是', '有', '改進', '的', '地方', '不然', '其實', '排隊', '的', '時候', '就', '是', '你', '前後', '的', '人', '感覺', '就', '其他', '我', '真的', '覺得', '不行', '贈品', '的', '部分', '更', '是', '亂']"
471,471,我也是早鳥不到就在等排隊了還不是沒拿到藍袋根本沒聽到說會發券啊好傻眼完全就是看運氣嘛,"['我', '也', '是', '早', '鳥', '不', '到', '就', '在', '等', '排隊', '了', '還不是', '沒', '拿到', '藍袋', '根本', '沒', '聽到', '說', '會', '發券', '啊', '好', '傻眼', '完全', '就', '是', '看', '運氣', '嘛']"
472,472,我去年沒參加無法比較,"['我', '去年', '沒', '參加', '無法', '比較']"
473,473,啊所以我明天點的場還要不要去,"['啊', '所以', '我', '明天', '點', '的', '場', '還', '要不要', '去']"
474,474,這活動感覺就只是去拿贈品的,"['這', '活動', '感覺', '就', '只是', '去', '拿', '贈品', '的']"
475,475,如果是只想要藍色袋子應該可以不用去了我是今天三點的場也沒有袋子如果是真的想要去的話要注意真的很多人每一項大概要排半小時左右吧,"['如果', '是', '只', '想要', '藍色', '袋子', '應該', '可以', '不用', '去', '了', '我', '是', '今天', '三點', '的', '場', '也', '沒有', '袋子', '如果', '是', '真的', '想要', '去', '的話', '要', '注意', '真的', '很多', '人', '每', '一', '項', '大概', '要', '排', '半', '小時', '左右', '吧']"
476,476,今年比去年爛,"['今年', '比', '去年', '爛']"
477,477,我是第一場的早鳥票下午玩抽卡實驗室就送藍袋子了,"['我', '是', '第一', '場', '的', '早鳥票', '下午', '玩', '抽卡', '實驗室', '就', '送', '藍', '袋子', '了']"
478,478,個代幣太狂了你們幾個人啊,"['個', '代幣', '太', '狂', '了', '你們', '幾', '個', '人', '啊']"
479,479,這麼多扛的回去嗎,"['這麼多', '扛', '的', '回去', '嗎']"
480,480,笑死我,"['笑死', '我']"
481,481,我們個人一起去裡面的代幣幾乎都拿了所以有這麼多,"['我們', '個人', '一起', '去', '裡面', '的', '代幣', '幾乎', '都', '拿', '了', '所以', '有', '這麼多']"
482,482,我們最後因為想說用不到所以全數歸還給工作人員了可是不能換其他禮物,"['我們', '最後', '因為', '想', '說', '用', '不', '到', '所以', '全數', '歸還給', '工作', '人員', '了', '可是', '不能', '換', '其他', '禮物']"
483,483,傻眼這樣代幣不就白收集嗎我是,"['傻眼', '這樣', '代幣', '不', '就', '白', '收集', '嗎', '我', '是']"
484,484,如果要去盡量早點去只有一開始拿的到東西到最後都沒有了,"['如果', '要', '去', '盡量', '早點', '去', '只有', '一', '開始', '拿', '的', '到', '東西', '到', '最後', '都', '沒有', '了']"
485,485,好可憐給你抱抱,"['好', '可憐', '給', '你', '抱抱']"
486,486,真的超級傻眼的去年每個人都有一袋這次竟然限量嚶嚶嚶嚶請你用力的抱緊我,"['真的', '超級', '傻眼', '的', '去年', '每', '個', '人', '都', '有', '一', '袋', '這', '次', '竟然', '限量', '嚶嚶', '嚶嚶', '請', '你', '用力', '的', '抱緊', '我']"
487,487,我會用力抱緊你窒息了我也不會放開,"['我', '會', '用力', '抱緊', '你', '窒息', '了', '我', '也', '不會', '放開']"
488,488,我有四瓶防曬沒有卸妝水超想跟你換的工作人員也是說沒辦法換,"['我', '有', '四', '瓶', '防曬', '沒有', '卸妝水', '超想', '跟', '你', '換', '的', '工作', '人員', '也', '是', '說', '沒辦法', '換']"
489,489,我罐,"['我', '罐']"
490,490,怎麼感覺有點可怕我也好想跟你換真心覺得明天應該不差那罐啊為啥不給我們換你用的到這麼多嗎,"['怎麼', '感覺', '有點', '可怕', '我', '也', '好', '想', '跟', '你', '換', '真心', '覺得', '明天', '應該', '不', '差', '那', '罐', '啊', '為', '啥', '不', '給', '我們', '換', '你', '用', '的', '到', '這麼多', '嗎']"
491,491,我跟我朋友我們兩個人得到個代幣,"['我', '跟', '我', '朋友', '我們', '兩', '個', '人', '得到', '個', '代幣']"
492,492,你們換罐卸妝水嗎,"['你們', '換', '罐', '卸妝水', '嗎']"
493,493,個紙膠帶個保養美妝品罐卸妝水,"['個', '紙膠', '帶', '個', '保養', '美妝品罐', '卸妝水']"
494,494,借問一下卸妝水是在有效期限內嗎,"['借問', '一下', '卸妝水', '是', '在', '有效', '期限', '內', '嗎']"
495,495,目前一個人有人還沒闖關想要明早一起去逛逛嗎,"['目前', '一', '個', '人', '有', '人', '還', '沒', '闖關', '想要', '明早', '一起', '去', '逛逛', '嗎']"
496,496,你們好厲害可惜我們沒有早點去用扭蛋不然也有其他禮物,"['你們', '好', '厲害', '可惜', '我們', '沒有', '早點', '去', '用', '扭蛋', '不然', '也', '有', '其他', '禮物']"
497,497,我多去扭的,"['我', '多', '去', '扭', '的']"
498,498,我們已經到最後才去扭工作人員最後的扭蛋都是空的然後全部都換卸妝水我們想換其他的東西結果他們都說是留給明天的真的很好奇是有差這些嗎,"['我們', '已經', '到', '最後', '才', '去', '扭', '工作', '人員', '最後', '的', '扭蛋', '都', '是', '空', '的', '然後', '全部', '都', '換', '卸妝水', '我們', '想', '換', '其他', '的', '東西', '結果', '他們', '都', '說', '是', '留給', '明天', '的', '真的', '很', '好奇', '是', '有', '差', '這些', '嗎']"
499,499,原不是說全數還給工作人員了怎麼回家還可以拍卸妝水的日期是我理解能力有問題嗎,"['原', '不', '是', '說', '全數', '還給', '工作', '人員', '了', '怎麼', '回家', '還可以', '拍', '卸妝水', '的', '日期', '是', '我', '理解', '能力', '有', '問題', '嗎']"
500,500,這是另外有朋友換到再給我們的我們自己換的全都還回去了,"['這', '是', '另外', '有', '朋友', '換到', '再', '給', '我們', '的', '我們', '自己', '換', '的', '全', '都', '還', '回去', '了']"
501,501,瞭解原晚安,"['瞭解', '原晚', '安']"
502,502,這屑到臉爛了都還用不完啊有效期限還是,"['這', '屑', '到', '臉', '爛', '了', '都', '還', '用', '不', '完', '啊', '有效', '期限', '還是']"
503,503,只好分出去了,"['只好', '分出去', '了']"
504,504,我們送愛心給今天的人,"['我們', '送', '愛心', '給', '今天', '的', '人']"
505,505,雖然不知道是什麼但是感覺好多,"['雖然', '不', '知道', '是', '什麼', '但是', '感覺', '好多']"
506,506,這是理膚的什麼產品呢,"['這', '是', '理膚', '的', '什麼', '產品', '呢']"
507,507,可以給可愛的同學一瓶嗎對我是誰你懂的,"['可以', '給', '可愛', '的', '同學', '一', '瓶', '嗎', '對', '我', '是', '誰', '你', '懂', '的']"
508,508,我沒有抽到跟你一樣的哈哈你們的超威,"['我', '沒有', '抽到', '跟', '你', '一樣', '的', '哈哈', '你們', '的', '超威']"
509,509,這是卸妝潔膚水哦對啊哈哈哈剛剛捷運上的人一直看著這一箱呢是清爽卸妝控油潔膚水哦給你瓶都不是問題可能是因為我們趁清場前十分鐘衝出來只剩理膚寶水了,"['這', '是', '卸妝', '潔膚水', '哦', '對', '啊', '哈哈哈', '剛剛', '捷運', '上', '的', '人', '一直', '看', '著', '這', '一', '箱', '呢', '是', '清爽', '卸妝', '控', '油', '潔', '膚水', '哦', '給', '你', '瓶', '都', '不', '是', '問題', '可能', '是', '因為', '我們', '趁', '清場', '前', '十', '分鐘', '衝出來', '只', '剩', '理膚寶水', '了']"
510,510,為什麼可以集到那麼多代幣太強了吧而且怎麼會都只轉到那個啊哈哈,"['為什麼', '可以', '集到', '那麼多', '代幣', '太', '強', '了', '吧', '而且', '怎麼', '會', '都', '只', '轉到', '那', '個', '啊', '哈哈']"
511,511,是不是都被你拿光了,"['是', '不', '是', '都', '被', '你', '拿光', '了']"
512,512,我有枚代幣但一個卸妝水都沒有,"['我', '有', '枚', '代幣', '但', '一', '個', '卸妝水', '都', '沒有']"
513,513,我們每個攤位都去打卡按讚有的直接給我們五枚只轉到這個我也不知道該說幸運還是不幸運了哈哈哈有可能哦我只有卸妝水,"['我們', '每', '個', '攤位', '都', '去', '打卡', '按', '讚有', '的', '直接', '給', '我們', '五', '枚', '只', '轉到', '這', '個', '我', '也', '不', '知道', '該', '說', '幸運', '還是', '不幸運', '了', '哈', '哈哈', '有', '可能', '哦', '我', '只有', '卸妝水']"
514,514,想抽到卸妝水,"['想', '抽到', '卸妝水']"
515,515,我也拿到蠻多的後來還跟別人交換一些,"['我', '也', '拿到', '蠻', '多', '的', '後來', '還', '跟', '別人', '交換', '一些']"
516,516,幫雖然我很愛理膚寶水,"['幫', '雖然', '我', '很', '愛', '理', '膚寶水']"
517,517,是紙膠帶好像最後只剩理膚寶水了所以大家好像都拿一樣的哈哈哈我媽回家看到還問這麼多是哪來的,"['是', '紙膠帶', '好像', '最後', '只', '剩', '理膚寶水', '了', '所以', '大家', '好像', '都', '拿', '一樣', '的', '哈哈哈', '我', '媽', '回家', '看到', '還', '問', '這麼多', '是', '哪來', '的']"
518,518,看來你可以做人情送人了,"['看來', '你', '可以', '做', '人情', '送', '人', '了']"
519,519,太扯了啦,"['太', '扯', '了', '啦']"
520,520,想要紙膠帶,"['想要', '紙膠帶']"
521,521,昨天的冷知識都有給哦今天都的沒有無言個代幣只有四個有獎,"['昨天', '的', '冷', '知識', '都', '有', '給', '哦', '今天', '都', '的', '沒有', '無言', '個', '代幣', '只', '有', '四', '個', '有獎']"
522,522,是不是同個時間轉重複性很高啊我拿到瓶潤髮乳個代幣聽到有人拿隻眼線筆,"['是', '不', '是', '同', '個', '時間', '轉', '重複性', '很', '高', '啊', '我', '拿到', '瓶潤髮', '乳', '個', '代幣', '聽到', '有', '人', '拿', '隻', '眼線筆']"
523,523,我抽到個袋子欸,"['我', '抽到', '個', '袋子', '欸']"
524,524,瞬間變成萬人迷我也這麼覺得我也想要啊啊啊有冷知識或空殼都是理膚寶水其實我也有抽到一個潤髮乳可是他給我精華液我回家才想到什麼袋子,"['瞬間', '變成', '萬', '人', '迷我', '也', '這麼', '覺得', '我', '也', '想要', '啊', '啊', '啊', '有', '冷知識', '或', '空殼', '都', '是', '理', '膚', '寶水', '其實', '我', '也', '有', '抽到', '一', '個', '潤髮乳', '可是', '他', '給', '我', '精華液', '我', '回家', '才', '想到', '什麼', '袋子']"
525,525,藍色的那個啊,"['藍色', '的', '那', '個', '啊']"
526,526,根本不是早點晚點的問題吧,"['根本', '不', '是', '早點', '晚點', '的', '問題', '吧']"
527,527,所以今天的人都是白老鼠,"['所以', '今天', '的', '人', '都', '是', '白老鼠']"
